  1801   -17.897   -10.174   -14.311    -8.786     0.325             RCV/Q12/Q13/I12/I13/I3Q3
  1802   -14.309    -8.488   -10.770    -6.770     0.684             RCV/Q12/Q13/I12/I13/I3Q3
  1803   -11.781    -4.774    -8.031    -2.974     0.879             RCV/Q12/Q13/I12/I13/I3Q3
  1901    -9.743   -10.520   -12.710   -10.595     1.034             RCV/Q12/Q13/I12/I13/I3Q3
  1902    -4.864    -6.163    -6.179    -5.723     1.094             RCV/Q12/Q13/I12/I13/I3Q3
  1903   -10.321   -12.868   -10.164   -11.213     1.154             RCV/Q12/Q13/I12/I13/I3Q3
  2001   -16.543   -17.103   -13.651   -15.612     0.663             RCV/Q12/Q13/I12/I13/I3Q3
  2002     2.353     1.649     5.653     3.806     1.212             RCV/Q12/Q13/I12/I13/I3Q3
  2003    -6.406   -19.084    -0.335   -18.849     0.782             RCV/Q12/Q13/I12/I13/I3Q3
  2101    -3.422    -5.626     0.472    -3.406     0.893             RCV/Q12/Q13/I12/I13/I3Q3
  2102     1.841     2.556     4.850     4.313     0.772             RCV/Q12/Q13/I12/I13/I3Q3
  2103     1.404     1.406     4.681     3.138     0.613             RCV/Q12/Q13/I12/I13/I3Q3
  2201    -9.836    -5.399    -6.344    -3.748     0.607             RCV/Q12/Q13/I12/I13/I3Q3
  2202    -0.387    -0.387    -0.387    -0.387    -0.387             RCV/Q12/Q13/I12/I13/I3Q3
  2203    -5.372    -6.320    -3.940    -4.851     0.615             RCV/Q12/Q13/I12/I13/I3Q3
  2301   -13.301   -16.940    -7.908   -16.366     1.182             RCV/Q12/Q13/I12/I13/I3Q3
  2302   -15.272   -17.296    -9.687   -17.424     0.551             RCV/Q12/Q13/I12/I13/I3Q3
  2303   -16.597   -17.001   -11.733   -16.862     0.666             RCV/Q12/Q13/I12/I13/I3Q3
  2401   -20.032   -18.994   -13.229   -18.297     0.795             RCV/Q12/Q13/I12/I13/I3Q3
  2402   -20.084   -16.208   -14.475   -16.150     0.803             RCV/Q12/Q13/I12/I13/I3Q3
  2403   -18.157   -15.384   -21.514   -15.983     1.019             RCV/Q12/Q13/I12/I13/I3Q3
  2501    -5.678    -6.183    -2.080    -4.265     0.813             RCV/Q12/Q13/I12/I13/I3Q3
  2502    -5.464    -8.586    -2.193    -6.363     0.729             RCV/Q12/Q13/I12/I13/I3Q3
  2503    -2.122    -5.296     0.782    -3.713     0.695             RCV/Q12/Q13/I12/I13/I3Q3
  2601    -9.393    -5.628    -5.839    -3.688     0.822             RCV/Q12/Q13/I12/I13/I3Q3
  2602    -1.175    -5.030     0.678    -3.808     0.680             RCV/Q12/Q13/I12/I13/I3Q3
  2603    -7.683    -6.709    -4.409    -4.906     0.566             RCV/Q12/Q13/I12/I13/I3Q3
  2701   -19.054   -16.086   -12.950   -15.897     0.646             RCV/Q12/Q13/I12/I13/I3Q3
  2702   -18.352   -18.205   -12.197   -18.148     0.636             RCV/Q12/Q13/I12/I13/I3Q3
  2703   -20.614   -17.145   -14.967   -16.935     0.787             RCV/Q12/Q13/I12/I13/I3Q3
  2801   -17.243   -17.675   -17.432   -20.297     0.759             RCV/Q12/Q13/I12/I13/I3Q3
  2802   -72.053   -68.461   -67.134   -71.713     0.477             RCV/Q12/Q13/I12/I13/I3Q3
  2803     0.414    -7.736    -5.021    -6.449     1.072             RCV/Q12/Q13/I12/I13/I3Q3
  2901   -10.960    -9.994    -9.632    -8.721     0.524             RCV/Q12/Q13/I12/I13/I3Q3
  2902   -10.890   -10.051    -9.274    -8.403     0.853             RCV/Q12/Q13/I12/I13/I3Q3
  2903    -9.151    -9.046    -8.056    -7.527     0.712             RCV/Q12/Q13/I12/I13/I3Q3
  3001   -15.464   -16.936   -11.974   -15.292     0.448             RCV/Q12/Q13/I12/I13/I3Q3
  3002   -12.664    -8.773    -9.101    -7.263     0.502             RCV/Q12/Q13/I12/I13/I3Q3
  3003   -14.677   -14.447   -11.643   -12.582     0.772             RCV/Q12/Q13/I12/I13/I3Q3
  3101   -15.023   -11.441   -15.682   -11.744     0.884             RCV/Q12/Q13/I12/I13/I3Q3
  3102   -18.473   -21.255   -12.655   -20.615     0.879             RCV/Q12/Q13/I12/I13/I3Q3
  3103   -11.323   -10.835    -9.879   -10.451     0.871             RCV/Q12/Q13/I12/I13/I3Q3
  3301    -7.799    -7.799    -7.799    -7.799    -7.799             RCV/Q12/Q13/I12/I13/I3Q3
  3302   -14.901   -19.736    -8.880   -17.998     0.819             RCV/Q12/Q13/I12/I13/I3Q3
  3303    -9.872    -7.523    -6.852    -6.066     0.349             RCV/Q12/Q13/I12/I13/I3Q3
  3401    -8.246   -13.188    -1.220   -11.422     0.687             RCV/Q12/Q13/I12/I13/I3Q3
  3402   -13.117   -20.134    -6.968   -18.226     0.807             RCV/Q12/Q13/I12/I13/I3Q3
  3403    -9.334    -7.160    -5.719    -5.000     1.030             RCV/Q12/Q13/I12/I13/I3Q3
  3501    -7.588     2.142    -9.696     2.255    -9.153             RCV/Q12/Q13/I12/I13/I3Q3
  3502   -13.634     2.581    -7.422     4.150    -9.232             RCV/Q12/Q13/I12/I13/I3Q3
  3601    -4.387    -4.495    -7.166    -2.543     0.799             RCV/Q12/Q13/I12/I13/I3Q3
  3602    -3.235     3.530     1.040     5.508     0.854             RCV/Q12/Q13/I12/I13/I3Q3
  3603    -3.612     8.057    -1.587     6.940    -9.217             RCV/Q12/Q13/I12/I13/I3Q3
